SK_ID_CURR,TARGET
100001,0.07851457787440592
100005,0.13792630197016625
100013,0.08219366728496927
100028,0.08092138862783624
100038,0.13261834508574444
100042,0.06427888990341162
100057,0.09433683133307469
100065,0.10940564373594482
100066,0.05517726159850609
100067,0.09376299226533698
100074,0.08014846004854836
100090,0.12499391351185761
100091,0.11777333221849594
100092,0.11040157883329609
100106,0.13296542351392737
100107,0.10401559056510838
100109,0.11242653857633948
100117,0.0914815173191996
100128,0.07427608898476941
100141,0.10701244492427997
100150,0.07940272885424476
100168,0.0665619628849432
100169,0.04984994805668053
100170,0.09066166221266025
100171,0.10870960342900024
100172,0.13412537222407783
100184,0.08360238453272076
100187,0.07128818304009946
100212,0.08778033539830861
100222,0.10285563007791733
100223,0.06377899792024695
100232,0.0749332571671162
100241,0.13571406758587065
100245,0.07874503798505511
100253,0.06694364930919179
100256,0.10193013461001457
100271,0.0670798257349685
100278,0.12066355260277091
100280,0.07317271376356514
100306,0.14169471092660516
100311,0.12069326241924366
100312,0.07154969387398473
100330,0.09059156333684282
100331,0.10630383691854278
100352,0.09681152061599702
100358,0.1163630214037569
100367,0.10020384345065192
100382,0.08544326116360712
100384,0.07919626257685278
100385,0.1019639651160938
100386,0.08524628502173472
100399,0.07867233895163786
100404,0.07733338551188822
100416,0.07096329648561553
100422,0.1424849548237741
100426,0.0873817658786678
100438,0.07348930599286817
100444,0.10463307840228703
100445,0.12496608904781814
100446,0.10627431767136354
100447,0.07447004622119266
100450,0.08355084580690951
100466,0.0975670872025918
100483,0.0776285434421422
100484,0.061464754346851405
100494,0.0915436495061633
100510,0.12349584102989929
100512,0.07063895845797509
100517,0.08013226024087937
100548,0.06575272831721077
100551,0.08072915030545157
100552,0.12998619987392626
100553,0.088468905867436
100561,0.10011003013351134
100568,0.13715969974616318
100569,0.06974983477029144
100591,0.1039522695310636
100592,0.06096799215884773
100602,0.09618246287266612
100607,0.09462527240589572
100613,0.09349040024138214
100617,0.07487339990262377
100618,0.10614997339457402
100622,0.15270556055117282
100625,0.10453720502974063
100677,0.09375310022484949
100699,0.08868131435933015
100702,0.14406571178896696
100711,0.07706757238564453
100729,0.14679971726712357
100740,0.11863686650737364
100744,0.11138944917241399
100745,0.10301142266730362
100747,0.1048096981879922
100751,0.11374527621048992
100752,0.0945751906644266
100753,0.14729557199901644
100754,0.11629086883724027
100760,0.1138192406213242
100762,0.10136727365092901
100763,0.08537564460786652
100765,0.08632217964452844
100770,0.09722834538611194
100772,0.0848902762638118
100777,0.08957163962014447
100791,0.07520951621606617
100792,0.0728049180523997
100797,0.10048565255945727
100823,0.10210784777921664
100826,0.10470923551963623
100830,0.07406567008073822
100836,0.12634465185116958
100872,0.09123938406426588
100910,0.0968749946468124
100913,0.07489594294919039
100918,0.0933880341154524
100931,0.06796061447376199
100952,0.11910975311208079
100953,0.08775827311995651
100965,0.11418482871941332
100970,0.0879101966554449
100982,0.11352710045345234
100983,0.09721313552590309
100984,0.07369868432161183
100987,0.1192566566264347
100997,0.0848854637246135
100998,0.12889214814275343
101002,0.1122287204238891
101005,0.1350786740879581
101008,0.13040840173607005
101020,0.11217724836861376
101021,0.1091833269113536
101024,0.08559699901381068
